         619085 function calls (598864 primitive calls) in 0.381 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:1728(RootLogger)
        1    0.000    0.000    0.000    0.000 typing.py:1587(<listcomp>)
        1    0.000    0.000    0.000    0.000 issuer_fraud_record.py:7(IssuerFraudRecord)
        1    0.000    0.000    0.000    0.000 Errors.py:26(CancellationException)
        1    0.000    0.000    0.000    0.000 ast.py:502(Ellipsis)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 process.py:389(_MainProcess)
        1    0.000    0.000    0.000    0.000 responses.py:162(HTMLResponse)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1571(ParamSpecArgs)
        1    0.000    0.000    0.000    0.000 dataclasses.py:176(_FIELD_BASE)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1765(LoadError)
        1    0.000    0.000    0.000    0.000 response.py:55(GzipDecoder)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(PoolError)
        1    0.000    0.000    0.000    0.000 refund.py:9(Refund)
        1    0.000    0.000    0.000    0.000 error_object.py:46(OAuthErrorObject)
        1    0.000    0.000    0.000    0.000 PredictionContext.py:52(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:359(_unspecified)
        1    0.000    0.000    0.000    0.000 context.py:278(SpawnProcess)
        1    0.000    0.000    0.000    0.000 process.py:341(AuthenticationString)
        1    0.000    0.000    0.000    0.000 scanner.py:32(ScannerError)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 socketserver.py:806(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 requests.py:54(ClientDisconnect)
        1    0.000    0.000    0.000    0.000 concurrency.py:42(_StopIteration)
        1    0.000    0.000    0.000    0.000 dataclasses.py:206(InitVar)
        1    0.000    0.000    0.000    0.000 core.py:27(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1213(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1500(FTPHandler)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
        1    0.000    0.000    0.000    0.000 login_link.py:7(LoginLink)
        1    0.000    0.000    0.000    0.000 CommonTokenFactory.py:29(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 ast.py:499(NameConstant)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_float)
        1    0.000    0.000    0.000    0.000 connection.py:764(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 rdataclass.py:55(UnknownRdataclass)
        1    0.000    0.000    0.000    0.000 message.py:44(ShortHeader)
        1    0.000    0.000    0.000    0.000 message.py:759(QueryMessage)
        1    0.000    0.000    0.000    0.000 models.py:197(Config)
        1    0.000    0.000    0.000    0.000 models.py:227(Config)
        1    0.000    0.000    0.000    0.000 dataclasses.py:167(_MISSING_TYPE)
        1    0.000    0.000    0.000    0.000 core.py:12(IDNAError)
        1    0.000    0.000    0.000    0.000 request.py:1195(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 zipfile.py:622(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SpecialFileError)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 verify_mixin.py:6(VerifyMixin)
        1    0.000    0.000    0.000    0.000 ATNState.py:154(DecisionState)
        1    0.000    0.000    0.000    0.000 core.py:823(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:6(FormParserError)
        1    0.000    0.000    0.000    0.000 name.py:92(IDNAException)
        1    0.000    0.000    0.000    0.000 models.py:169(Config)
        1    0.000    0.000    0.000    0.000 models.py:206(Header)
        1    0.000    0.000    0.000    0.000 request.py:793(ProxyHandler)
        1    0.000    0.000    0.000    0.000 chardistribution.py:132(EUCKRDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 legacy.py:48(CharsetNormalizerMatch)
        1    0.000    0.000    0.000    0.000 enums.py:41(MachineState)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 early_fraud_warning.py:7(EarlyFraudWarning)
        1    0.000    0.000    0.000    0.000 recipient.py:10(Recipient)
        1    0.000    0.000    0.000    0.000 core.py:147(MAError)
        1    0.000    0.000    0.000    0.000 models.py:347(Config)
        1    0.000    0.000    0.000    0.000 models.py:376(Config)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1914(_TypeGuardForm)
        1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:150(ResponseError)
        1    0.000    0.000    0.000    0.000 exchange_rate.py:7(ExchangeRate)
        1    0.000    0.000    0.000    0.000 ast.py:495(Bytes)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 rcode.py:76(UnknownRcode)
        1    0.000    0.000    0.000    0.000 rdataset.py:40(IncompatibleTypes)
        1    0.000    0.000    0.000    0.000 message.py:734(ChainingResult)
        1    0.000    0.000    0.000    0.000 api_key.py:10(APIKeyBase)
        1    0.000    0.000    0.000    0.000 models.py:179(Config)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1507(_TypeAliasForm)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 jpcntx.py:212(EUCJPContextAnalysis)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 six.py:322(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 ATNState.py:162(BlockStartState)
        1    0.000    0.000    0.000    0.000 ATNState.py:218(PlusBlockStartState)
        1    0.000    0.000    0.000    0.000 extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 scanner.py:35(SimpleKey)
        1    0.000    0.000    0.000    0.000 socketserver.py:686(UnixStreamServer)
        1    0.000    0.000    0.000    0.000 rdatatype.py:132(UnknownRdatatype)
        1    0.000    0.000    0.000    0.000 message.py:52(UnknownHeaderField)
        1    0.000    0.000    0.000    0.000 models.py:41(Config)
        1    0.000    0.000    0.000    0.000 _exceptions.py:5(BrokenResourceError)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2185(_RequiredForm)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 core.py:107(ClickShell)
        1    0.000    0.000    0.000    0.000 inspect.py:2408(_void)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 webhook_endpoint.py:10(WebhookEndpoint)
        1    0.000    0.000    0.000    0.000 sku.py:10(SKU)
        1    0.000    0.000    0.000    0.000 tax_code.py:7(TaxCode)
        1    0.000    0.000    0.000    0.000 report_run.py:8(ReportRun)
        1    0.000    0.000    0.000    0.000 reader.py:10(Reader)
        1    0.000    0.000    0.000    0.000 credit_note_line_item.py:7(CreditNoteLineItem)
        1    0.000    0.000    0.000    0.000 error.py:111(CardError)
        1    0.000    0.000    0.000    0.000 ATNState.py:195(RuleStartState)
        1    0.000    0.000    0.000    0.000 Tree.py:14(Tree)
        1    0.000    0.000    0.000    0.000 Lexer.py:25(TokenSource)
        1    0.000    0.000    0.000    0.000 util.py:362(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 composer.py:8(ComposerError)
        1    0.000    0.000    0.000    0.000 exceptions.py:23(FastAPIError)
        1    0.000    0.000    0.000    0.000 models.py:256(Config)
        1    0.000    0.000    0.000    0.000 models.py:275(Config)
        1    0.000    0.000    0.000    0.000 _base.py:44(Error)
        1    0.000    0.000    0.000    0.000 socks.py:133(SOCKSHTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 core.py:14(DeprecatedBundleWarning)
        1    0.000    0.000    0.000    0.000 connection.py:68(DummyConnection)
        1    0.000    0.000    0.000    0.000 client.py:1452(BadStatusLine)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(RequestError)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 usage_record_summary.py:7(UsageRecordSummary)
        1    0.000    0.000    0.000    0.000 price.py:9(Price)
        1    0.000    0.000    0.000    0.000 promotion_code.py:9(PromotionCode)
        1    0.000    0.000    0.000    0.000 tax_rate.py:9(TaxRate)
        1    0.000    0.000    0.000    0.000 token.py:7(Token)
        1    0.000    0.000    0.000    0.000 value_list.py:10(ValueList)
        1    0.000    0.000    0.000    0.000 report_type.py:7(ReportType)
        1    0.000    0.000    0.000    0.000 balance.py:7(Balance)
        1    0.000    0.000    0.000    0.000 ast.py:491(Str)
        1    0.000    0.000    0.000    0.000 context.py:292(ForkContext)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 loader.py:21(FullLoader)
        1    0.000    0.000    0.000    0.000 config.py:345(ConvertingTuple)
        1    0.000    0.000    0.000    0.000 zone.py:78(DigestVerificationFailure)
        1    0.000    0.000    0.000    0.000 ttl.py:30(BadTTL)
        1    0.000    0.000    0.000    0.000 dataclasses.py:160(_HAS_DEFAULT_FACTORY_CLASS)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(CancelledError)
        1    0.000    0.000    0.000    0.000 auth.py:100(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 chardistribution.py:170(Big5DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:192(SJISDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 exceptions.py:66(MaxRetryError)
        1    0.000    0.000    0.000    0.000 socket.py:210(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 file_link.py:9(FileLink)
        1    0.000    0.000    0.000    0.000 invoice_line_item.py:7(InvoiceLineItem)
        1    0.000    0.000    0.000    0.000 order_return.py:7(OrderReturn)
        1    0.000    0.000    0.000    0.000 recipient_transfer.py:7(RecipientTransfer)
        1    0.000    0.000    0.000    0.000 account_link.py:7(AccountLink)
        1    0.000    0.000    0.000    0.000 country_spec.py:7(CountrySpec)
        1    0.000    0.000    0.000    0.000 configuration.py:9(Configuration)
        1    0.000    0.000    0.000    0.000 session.py:9(Session)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_bool)
        1    0.000    0.000    0.000    0.000 cyaml.py:68(CSafeDumper)
        1    0.000    0.000    0.000    0.000 constructor.py:16(ConstructorError)
        1    0.000    0.000    0.000    0.000 zonefile.py:37(UnknownOrigin)
        1    0.000    0.000    0.000    0.000 tsig.py:30(BadTime)
        1    0.000    0.000    0.000    0.000 models.py:71(Config)
        1    0.000    0.000    0.000    0.000 models.py:151(Config)
        1    0.000    0.000    0.000    0.000 _sockets.py:151(ConnectedUDPSocket)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1589(ParamSpecKwargs)
        1    0.000    0.000    0.000    0.000 pathlib.py:542(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 dataclasses.py:155(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 bdb.py:13(BdbQuit)
        1    0.000    0.000    0.000    0.000 zipfile.py:41(BadZipFile)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(HTTPError)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 client.py:1415(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 exceptions.py:228(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 event.py:7(Event)
        1    0.000    0.000    0.000    0.000 line_item.py:7(LineItem)
        1    0.000    0.000    0.000    0.000 source_transaction.py:7(SourceTransaction)
        1    0.000    0.000    0.000    0.000 location.py:10(Location)
        1    0.000    0.000    0.000    0.000 session.py:7(Session)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 ATNState.py:176(BlockEndState)
        1    0.000    0.000    0.000    0.000 ATNState.py:240(StarLoopEntryState)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:185(c_uint)
        1    0.000    0.000    0.000    0.000 parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 opcode.py:44(UnknownOpcode)
        1    0.000    0.000    0.000    0.000 rdataset.py:35(DifferingCovers)
        1    0.000    0.000    0.000    0.000 _version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:988(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 dataclasses.py:289(_DataclassParams)
        1    0.000    0.000    0.000    0.000 pdb.py:85(Restart)
        1    0.000    0.000    0.000    0.000 pdb.py:123(_rstr)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1235(Absent)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 exceptions.py:176(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 mandate.py:7(Mandate)
        1    0.000    0.000    0.000    0.000 product.py:10(Product)
        1    0.000    0.000    0.000    0.000 verification_report.py:7(VerificationReport)
        1    0.000    0.000    0.000    0.000 cardholder.py:9(Cardholder)
        1    0.000    0.000    0.000    0.000 value_list_item.py:9(ValueListItem)
        1    0.000    0.000    0.000    0.000 coupon.py:10(Coupon)
        1    0.000    0.000    0.000    0.000 error.py:132(InvalidRequestError)
        1    0.000    0.000    0.000    0.000 error.py:161(SignatureVerificationError)
        1    0.000    0.000    0.000    0.000 ATNState.py:251(LoopEndState)
        1    0.000    0.000    0.000    0.000 ATNState.py:260(TokensStartState)
        1    0.000    0.000    0.000    0.000 ErrorListener.py:27(ConsoleErrorListener)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 serializer.py:8(SerializerError)
        1    0.000    0.000    0.000    0.000 nodes.py:35(CollectionNode)
        1    0.000    0.000    0.000    0.000 events.py:31(CollectionEndEvent)
        1    0.000    0.000    0.000    0.000 socketserver.py:681(ThreadingUDPServer)
        1    0.000    0.000    0.000    0.000 routing.py:28(NoMatchFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:35(DecodeError)
        1    0.000    0.000    0.000    0.000 zone.py:43(BadZone)
        1    0.000    0.000    0.000    0.000 models.py:53(Config)
        1    0.000    0.000    0.000    0.000 models.py:62(Config)
        1    0.000    0.000    0.000    0.000 models.py:385(Config)
        1    0.000    0.000    0.000    0.000 pathlib.py:513(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 socks.py:129(SOCKSHTTPSConnection)
        1    0.000    0.000    0.000    0.000 utils.py:250(bunch)
        1    0.000    0.000    0.000    0.000 shutil.py:66(Error)
        1    0.000    0.000    0.000    0.000 chardistribution.py:151(GB2312DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 client.py:1459(LineTooLong)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 invoice_item.py:10(InvoiceItem)
        1    0.000    0.000    0.000    0.000 transaction.py:8(Transaction)
        1    0.000    0.000    0.000    0.000 balance_transaction.py:7(BalanceTransaction)
        1    0.000    0.000    0.000    0.000 bitcoin_transaction.py:7(BitcoinTransaction)
        1    0.000    0.000    0.000    0.000 Chunk.py:7(Chunk)
        1    0.000    0.000    0.000    0.000 ATNState.py:227(StarBlockStartState)
        1    0.000    0.000    0.000    0.000 __init__.py:181(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:225(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 connection.py:786(XmlListener)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 representer.py:10(RepresenterError)
        1    0.000    0.000    0.000    0.000 cyaml.py:30(CFullLoader)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 events.py:54(DocumentEndEvent)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(ParseError)
        1    0.000    0.000    0.000    0.000 query.py:86(UnexpectedSource)
        1    0.000    0.000    0.000    0.000 xfr.py:36(SerialWentBackwards)
        1    0.000    0.000    0.000    0.000 tsig.py:40(BadKey)
        1    0.000    0.000    0.000    0.000 rdata.py:50(NoRelativeRdataOrdering)
        1    0.000    0.000    0.000    0.000 tokenizer.py:39(UngetBufferFull)
        1    0.000    0.000    0.000    0.000 name.py:49(EmptyLabel)
        1    0.000    0.000    0.000    0.000 models.py:91(Config)
        1    0.000    0.000    0.000    0.000 models.py:290(Config)
        1    0.000    0.000    0.000    0.000 thread.py:109(BrokenThreadPool)
        1    0.000    0.000    0.000    0.000 request.py:1611(DataHandler)
        1    0.000    0.000    0.000    0.000 exceptions.py:237(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 card_details.py:7(CardDetails)
        1    0.000    0.000    0.000    0.000 CommonTokenFactory.py:13(TokenFactory)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitterError)
        1    0.000    0.000    0.000    0.000 loader.py:31(SafeLoader)
        1    0.000    0.000    0.000    0.000 loader.py:55(UnsafeLoader)
        1    0.000    0.000    0.000    0.000 resolver.py:9(ResolverError)
        1    0.000    0.000    0.000    0.000 tokens.py:96(ScalarToken)
        1    0.000    0.000    0.000    0.000 socketserver.py:689(UnixDatagramServer)
        1    0.000    0.000    0.000    0.000 tsig.py:60(PeerBadSignature)
        1    0.000    0.000    0.000    0.000 message.py:48(TrailingJunk)
        1    0.000    0.000    0.000    0.000 models.py:33(Config)
        1    0.000    0.000    0.000    0.000 _sockets.py:81(SocketStream)
        1    0.000    0.000    0.000    0.000 _streams.py:67(UnreliableObjectStream)
        1    0.000    0.000    0.000    0.000 _streams.py:75(ObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 core.py:22(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 request.py:647(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:1385(UnknownHandler)
        1    0.000    0.000    0.000    0.000 exceptions.py:85(HostChangedError)
        1    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 typing.py:933(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 stripe_response.py:27(StripeResponse)
        1    0.000    0.000    0.000    0.000 six.py:457(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 ATNState.py:169(BasicBlockStartState)
        1    0.000    0.000    0.000    0.000 ATNState.py:207(PlusLoopbackState)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 cyaml.py:37(CUnsafeLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:51(CBaseDumper)
        1    0.000    0.000    0.000    0.000 tokens.py:54(FlowMappingStartToken)
        1    0.000    0.000    0.000    0.000 models.py:215(Config)
        1    0.000    0.000    0.000    0.000 models.py:320(Config)
        1    0.000    0.000    0.000    0.000 __init__.py:53(EmailNotValidError)
        1    0.000    0.000    0.000    0.000 cookies.py:144(CookieError)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
        1    0.000    0.000    0.000    0.000 request.py:1032(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 shutil.py:69(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(RegistryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:122(FileModeWarning)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 client.py:1443(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 six.py:454(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:913(python_2_unicode_compatible)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 dumper.py:45(Dumper)
        1    0.000    0.000    0.000    0.000 cyaml.py:23(CSafeLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:85(CDumper)
        1    0.000    0.000    0.000    0.000 tokens.py:82(AnchorToken)
        1    0.000    0.000    0.000    0.000 events.py:15(NodeEvent)
        1    0.000    0.000    0.000    0.000 events.py:36(StreamStartEvent)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(MultipartParseError)
        1    0.000    0.000    0.000    0.000 models.py:99(Config)
        1    0.000    0.000    0.000    0.000 resolver.py:131(YXDOMAIN)
        1    0.000    0.000    0.000    0.000 pathlib.py:491(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1525(PosixPath)
        1    0.000    0.000    0.000    0.000 transports.py:142(Transport)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 legacy.py:90(CharsetDetector)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 client.py:1404(HTTPException)
        1    0.000    0.000    0.000    0.000 exceptions.py:223(InvalidHeader)
        1    0.000    0.000    0.000    0.000 six.py:364(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 ParseTreePatternMatcher.py:86(StartRuleDoesNotConsumeFullPattern)
        1    0.000    0.000    0.000    0.000 extras.py:320(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 dumper.py:27(SafeDumper)
        1    0.000    0.000    0.000    0.000 cyaml.py:44(CLoader)
        1    0.000    0.000    0.000    0.000 loader.py:41(Loader)
        1    0.000    0.000    0.000    0.000 tokens.py:66(ValueToken)
        1    0.000    0.000    0.000    0.000 tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 socketserver.py:678(ForkingUDPServer)
        1    0.000    0.000    0.000    0.000 responses.py:166(PlainTextResponse)
        1    0.000    0.000    0.000    0.000 exceptions.py:49(FileError)
        1    0.000    0.000    0.000    0.000 zone.py:48(NoSOA)
        1    0.000    0.000    0.000    0.000 exception.py:109(FormError)
        1    0.000    0.000    0.000    0.000 message.py:57(BadEDNS)
        1    0.000    0.000    0.000    0.000 _exceptions.py:26(ClosedResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:77(TypedAttributeLookupError)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1066(<dictcomp>)
        1    0.000    0.000    0.000    0.000 events.py:621(_Local)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(TimeoutError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ReadError)
        1    0.000    0.000    0.000    0.000 legacy.py:94(CharsetDoctor)
        1    0.000    0.000    0.000    0.000 _globals.py:47(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:40(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:156(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:247(BadArgumentUsage)
        1    0.000    0.000    0.000    0.000 inspect.py:890(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:2412(_empty)
        1    0.000    0.000    0.000    0.000 subprocess.py:904(__enter__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 ATNState.py:233(StarLoopbackState)
        1    0.000    0.000    0.000    0.000 BufferedTokenStream.py:24(TokenStream)
        1    0.000    0.000    0.000    0.000 tokens.py:25(DocumentStartToken)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(QuerystringParseError)
        1    0.000    0.000    0.000    0.000 transaction.py:70(DeleteNotExact)
        1    0.000    0.000    0.000    0.000 exception.py:117(UnexpectedEnd)
        1    0.000    0.000    0.000    0.000 message.py:84(NotQueryResponse)
        1    0.000    0.000    0.000    0.000 message.py:95(NoPreviousName)
        1    0.000    0.000    0.000    0.000 resolver.py:195(NotAbsolute)
        1    0.000    0.000    0.000    0.000 events.py:670(_RunningLoop)
        1    0.000    0.000    0.000    0.000 core.py:17(IDNABidiError)
        1    0.000    0.000    0.000    0.000 client.py:1412(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1446(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(HTTPWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:130(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:244(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 typing.py:940(_TypingEllipsis)
