         619085 function calls (598864 primitive calls) in 0.381 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 id_list.py:13(id_list)
        1    0.000    0.000    0.000    0.000 ATNDeserializer.py:524(lexerActionFactory)
        1    0.000    0.000    0.000    0.000 ATN.py:14(ATN)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 multipart.py:1489(FormParser)
        1    0.000    0.000    0.000    0.000 LexerAction.py:263(LexerIndexedCustomAction)
        1    0.000    0.000    0.000    0.000 legacy.py:52(CharsetNormalizerMatches)
        1    0.000    0.000    0.000    0.000 util.py:159(Finalize)
        1    0.000    0.000    0.000    0.000 utils.py:181(TestCaseHelper)
       15    0.000    0.000    0.000    0.000 typing.py:1146(cast)
        1    0.000    0.000    0.000    0.000 responses.py:183(RedirectResponse)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 jacParser.py:2195(TestContext)
        1    0.000    0.000    0.000    0.000 node.py:67(Node)
        1    0.000    0.000    0.000    0.000 _compat.py:462(_AtomicFile)
        1    0.000    0.000    0.000    0.000 list_object.py:9(ListObject)
        1    0.000    0.000    0.000    0.000 socketserver.py:153(BaseServer)
        1    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 jacParser.py:3537(Expr_listContext)
        1    0.000    0.000    0.000    0.000 multipart.py:138(Field)
        1    0.000    0.000    0.000    0.000 events.py:99(TimerHandle)
        1    0.000    0.000    0.000    0.000 enum.py:36(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 version.py:18(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1079(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 walker_interp.py:14(walker_interp)
        1    0.000    0.000    0.000    0.000 jacParser.py:4453(Assert_stmtContext)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 tempfile.py:262(_RandomNameSequence)
        2    0.000    0.000    0.000    0.000 ATNDeserializer.py:180(readModes)
        1    0.000    0.000    0.000    0.000 PredictionContext.py:15(PredictionContext)
        1    0.000    0.000    0.000    0.000 multipart.py:262(File)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 jacParser.py:3781(StatementContext)
        2    0.000    0.000    0.000    0.000 ATN.py:24(__init__)
        1    0.000    0.000    0.000    0.000 jacParser.py:2034(Walker_blockContext)
        1    0.000    0.000    0.000    0.000 ATNState.py:71(ATNState)
       25    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 subprocess.py:116(Process)
        1    0.000    0.000    0.000    0.000 jacParser.py:1161(StartContext)
        1    0.000    0.000    0.000    0.000 Transition.py:235(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 jacParser.py:5515(TermContext)
        1    0.000    0.000    0.000    0.000 sessions.py:337(Session)
        1    0.000    0.000    0.000    0.000 timeout.py:18(Timeout)
        1    0.000    0.000    0.000    0.000 jacParser.py:7327(Edge_anyContext)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 jacParser.py:5295(Cmp_opContext)
        1    0.000    0.000    0.000    0.000 unix_events.py:436(_UnixReadPipeTransport)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 obj_mixins.py:24(sharable)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        6    0.000    0.000    0.000    0.000 dataclasses.py:930(<listcomp>)
        1    0.000    0.000    0.000    0.000 request.py:2109(FancyURLopener)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        2    0.000    0.000    0.000    0.000 contextlib.py:381(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 jacParser.py:6267(RefContext)
       11    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 Utils.py:6(<module>)
        1    0.000    0.000    0.000    0.000 from_thread.py:116(_BlockingPortalTaskStatus)
        1    0.000    0.000    0.000    0.000 locks.py:106(Lock)
        1    0.000    0.000    0.000    0.000 resolver.py:48(NXDOMAIN)
        1    0.000    0.000    0.000    0.000 subprocess.py:99(CalledProcessError)
        1    0.000    0.000    0.000    0.000 multipart.py:632(OctetStreamParser)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 edns.py:171(ECSOption)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        2    0.000    0.000    0.000    0.000 name.py:124(__init__)
        1    0.000    0.000    0.000    0.000 jacParser.py:3083(Has_assignContext)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1614(ParamSpec)
        4    0.000    0.000    0.000    0.000 __init__.py:420(__init__)
       13    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 ATNDeserializer.py:97(checkVersion)
        1    0.000    0.000    0.000    0.000 extras.py:1513(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:363(finfo)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1767(FileCookieJar)
        1    0.000    0.000    0.000    0.000 PredictionContext.py:178(ArrayPredictionContext)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 edge.py:13(edge)
        1    0.000    0.000    0.000    0.000 jacParser.py:4248(For_stmtContext)
        1    0.000    0.000    0.000    0.000 jac_set.py:11(jac_set)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 jacParser.py:7517(Index_sliceContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:2519(Attr_blockContext)
        1    0.000    0.000    0.000    0.000 zone.py:828(ImmutableVersionedNode)
        1    0.000    0.000    0.000    0.000 request.py:11(make_headers)
        1    0.000    0.000    0.000    0.000 exceptions.py:230(BadOptionUsage)
        1    0.000    0.000    0.000    0.000 jacParser.py:7592(Dict_valContext)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:524(__init__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
        1    0.000    0.000    0.000    0.000 md.py:105(TooManyAccentuatedPlugin)
        1    0.000    0.000    0.000    0.000 _collections.py:27(RecentlyUsedContainer)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 charge.py:12(Charge)
        1    0.000    0.000    0.000    0.000 jacParser.py:1974(WalkerContext)
        1    0.000    0.000    0.000    0.000 entropy.py:28(EntropyPool)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:30(<module>)
        5    0.000    0.000    0.000    0.000 inspect.py:285(isbuiltin)
        1    0.000    0.000    0.000    0.000 sslproto.py:404(SSLProtocol)
        1    0.000    0.000    0.000    0.000 jac_scope.py:11(jac_scope)
        1    0.000    0.000    0.000    0.000 ListTokenSource.py:20(ListTokenSource)
        1    0.000    0.000    0.000    0.000 LexerAction.py:61(LexerTypeAction)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        1    0.000    0.000    0.000    0.000 ipv4.py:18(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 jacParser.py:9430(Dot_idContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:5745(Global_refContext)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 http_client.py:90(HTTPClient)
        1    0.000    0.000    0.000    0.000 jacParser.py:8151(Filter_ctxContext)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
        1    0.000    0.000    0.000    0.000 exceptions.py:256(FileError)
        1    0.000    0.000    0.000    0.000 jacParser.py:4626(Walker_actionContext)
        1    0.000    0.000    0.000    0.000 LexerActionExecutor.py:22(LexerActionExecutor)
        1    0.000    0.000    0.000    0.000 utils.py:54(_Deprecate)
        1    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 url.py:18(Url)
        1    0.000    0.000    0.000    0.000 jacParser.py:5046(ConnectContext)
        1    0.000    0.000    0.000    0.000 adapters.py:84(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 md.py:133(UnprintablePlugin)
        1    0.000    0.000    0.000    0.000 OPT.py:29(OPT)
        1    0.000    0.000    0.000    0.000 jacParser.py:8698(Dot_attr_stmtContext)
        1    0.000    0.000    0.000    0.000 ATNConfig.py:116(LexerATNConfig)
        4    0.000    0.000    0.000    0.000 core.py:3407(dtype)
        1    0.000    0.000    0.000    0.000 base_events.py:201(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        1    0.000    0.000    0.000    0.000 zonefile.py:462(RRsetsReaderTransaction)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 bank_account.py:14(BankAccount)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        8    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 __init__.py:730(Filter)
        1    0.000    0.000    0.000    0.000 _compat.py:87(_FixupStream)
        1    0.000    0.000    0.000    0.000 exception.py:24(DNSException)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        6    0.000    0.000    0.000    0.000 core.py:839(__init__)
        6    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 edns.py:58(Option)
        1    0.000    0.000    0.000    0.000 auth.py:108(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 parser.py:245(ParsingState)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        1    0.000    0.000    0.000    0.000 jacParser.py:2421(Walk_exit_blockContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:1843(ArchitypeContext)
        1    0.000    0.000    0.000    0.000 unix_events.py:1127(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        3    0.000    0.000    0.000    0.000 DFAState.py:53(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
        5    0.000    0.000    0.000    0.000 typing.py:332(__repr__)
        1    0.000    0.000    0.000    0.000 jacParser.py:4010(Try_stmtContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:1752(Global_varContext)
        3    0.000    0.000    0.000    0.000 __init__.py:495(CFunctionType)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 jacParser.py:6477(Obj_built_inContext)
        3    0.000    0.000    0.000    0.000 datetime.py:2199(_create)
        1    0.000    0.000    0.000    0.000 jacParser.py:3144(Can_stmtContext)
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
        1    0.000    0.000    0.000    0.000 _base.py:60(_Waiter)
        5    0.000    0.000    0.000    0.000 enum.py:644(__reduce_ex__)
        1    0.000    0.000    0.000    0.000 jacParser.py:6933(Node_refContext)
        3    0.000    0.000    0.000    0.000 core.py:1355(getmask)
        1    0.000    0.000    0.000    0.000 records.py:223(record)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 http_client.py:287(RequestsClient)
        1    0.000    0.000    0.000    0.000 jacParser.py:9228(Dot_node_idContext)
        1    0.000    0.000    0.000    0.000 cProfile.py:27(Profile)
        4    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 jacParser.py:1256(Import_moduleContext)
        1    0.000    0.000    0.000    0.000 handlers.py:1402(QueueListener)
        1    0.000    0.000    0.000    0.000 datastructures.py:644(State)
        1    0.000    0.000    0.000    0.000 md.py:251(SuperWeirdWordPlugin)
        1    0.000    0.000    0.000    0.000 jacParser.py:8022(Walker_spawnContext)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 jacParser.py:7823(Spawn_edgeContext)
        1    0.000    0.000    0.000    0.000 responses.py:197(StreamingResponse)
        1    0.000    0.000    0.000    0.000 selectors.py:29(SelectorError)
        1    0.000    0.000    0.000    0.000 LexerAction.py:48(__init__)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.000    0.000 jacParser.py:2712(Graph_blockContext)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 typing.py:1514(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1722(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
        1    0.000    0.000    0.000    0.000 subscription.py:12(Subscription)
        1    0.000    0.000    0.000    0.000 jacParser.py:2661(Can_blockContext)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        1    0.000    0.000    0.000    0.000 LexerAction.py:157(LexerModeAction)
        1    0.000    0.000    0.000    0.000 transaction.py:15(TransactionManager)
        1    0.000    0.000    0.000    0.000 streams.py:327(StreamWriter)
        1    0.000    0.000    0.000    0.000 models.py:272(PreparedRequest)
        1    0.000    0.000    0.000    0.000 core.py:2971(_parse_decls)
        1    0.000    0.000    0.000    0.000 jacParser.py:1403(Import_itemsContext)
        1    0.000    0.000    0.000    0.000 structures.py:89(LookupDict)
        1    0.000    0.000    0.000    0.000 inspect.py:2600(BoundArguments)
        2    0.000    0.000    0.000    0.000 Transition.py:221(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1351(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 TSIG.py:27(TSIG)
        1    0.000    0.000    0.000    0.000 _streams.py:13(UnreliableObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 base_events.py:269(Server)
       11    0.000    0.000    0.000    0.000 enum.py:893(<lambda>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
        1    0.000    0.000    0.000    0.000 config.py:485(DictConfigurator)
        1    0.000    0.000    0.000    0.000 unix_events.py:895(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 _globals.py:80(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 api_resource.py:8(APIResource)
        1    0.000    0.000    0.000    0.000 jacParser.py:9049(Dot_edgeRHSContext)
        1    0.000    0.000    0.000    0.000 socketserver.py:390(TCPServer)
        1    0.000    0.000    0.000    0.000 cookies.py:457(BaseCookie)
        1    0.000    0.000    0.000    0.000 connection.py:260(VerifiedHTTPSConnection)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
        1    0.000    0.000    0.000    0.000 core.py:1276(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 sentinel_interp.py:15(sentinel_interp)
        1    0.000    0.000    0.000    0.000 _datasource.py:535(Repository)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 Transition.py:28(Transition)
        1    0.000    0.000    0.000    0.000 extras.py:1465(MAxisConcatenator)
        3    0.000    0.000    0.000    0.000 core.py:799(__init__)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 watchgodreload.py:19(CustomWatcher)
        1    0.000    0.000    0.000    0.000 tsig.py:121(GSSTSigAdapter)
        1    0.000    0.000    0.000    0.000 locks.py:315(Condition)
        9    0.000    0.000    0.000    0.000 _globals.py:90(__repr__)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 SOA.py:26(SOA)
        1    0.000    0.000    0.000    0.000 adapters.py:55(BaseAdapter)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
       15    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:399(YAMLObject)
        1    0.000    0.000    0.000    0.000 unix_events.py:572(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
       14    0.000    0.000    0.000    0.000 {method 'get' of 'ContextVar' objects}
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 rdata.py:535(GenericRdata)
        1    0.000    0.000    0.000    0.000 resolver.py:144(LifetimeTimeout)
        1    0.000    0.000    0.000    0.000 pathlib.py:283(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 poolmanager.py:121(PoolManager)
       10    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 error.py:95(StripeErrorWithParamCode)
        1    0.000    0.000    0.000    0.000 jacParser.py:6541(Dict_built_inContext)
        1    0.000    0.000    0.000    0.000 ErrorStrategy.py:17(ErrorStrategy)
        1    0.000    0.000    0.000    0.000 __init__.py:314(CDLL)
        1    0.000    0.000    0.000    0.000 records.py:308(recarray)
        1    0.000    0.000    0.000    0.000 serial.py:5(Serial)
        1    0.000    0.000    0.000    0.000 selectors.py:150(BaseSelector)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 http_client.py:641(Urllib2Client)
        1    0.000    0.000    0.000    0.000 getlimits.py:594(iinfo)
        1    0.000    0.000    0.000    0.000 _synchronization.py:75(Event)
        1    0.000    0.000    0.000    0.000 __init__.py:4(Middleware)
        1    0.000    0.000    0.000    0.000 base.py:15(BaseHTTPMiddleware)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        4    0.000    0.000    0.000    0.000 functools.py:937(__set_name__)
        1    0.000    0.000    0.000    0.000 socketserver.py:787(_SocketWriter)
        1    0.000    0.000    0.000    0.000 resolver.py:418(LRUCache)
        1    0.000    0.000    0.000    0.000 Transition.py:70(AtomTransition)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 md.py:58(TooManySymbolOrPunctuationPlugin)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 jacParser.py:8076(Spawn_ctxContext)
        1    0.000    0.000    0.000    0.000 function_base.py:2092(vectorize)
        1    0.000    0.000    0.000    0.000 logging.py:73(AccessFormatter)
        1    0.000    0.000    0.000    0.000 convertors.py:29(PathConvertor)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 __init__.py:510(Formatter)
        1    0.000    0.000    0.000    0.000 structures.py:92(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 jacParser.py:6044(Atom_trailerContext)
        1    0.000    0.000    0.000    0.000 ZONEMD.py:12(ZONEMD)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 http_client.py:39(<listcomp>)
        1    0.000    0.000    0.000    0.000 Tree.py:139(ParseTreeWalker)
        1    0.000    0.000    0.000    0.000 core.py:2595(MaskedIterator)
        1    0.000    0.000    0.000    0.000 background.py:7(BackgroundTask)
        1    0.000    0.000    0.000    0.000 _tasks.py:13(TaskStatus)
        8    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 jacParser.py:8767(Dot_attr_listContext)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:40(YAMLLoadWarning)
        1    0.000    0.000    0.000    0.000 memory.py:15(MemoryObjectStreamStatistics)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
        1    0.000    0.000    0.000    0.000 subprocess.py:935(__del__)
        1    0.000    0.000    0.000    0.000 oauth.py:7(OAuth)
        1    0.000    0.000    0.000    0.000 error.py:7(StripeError)
        4    0.000    0.000    0.000    0.000 core.py:6436(__has_singleton)
        1    0.000    0.000    0.000    0.000 resolver.py:209(Answer)
        1    0.000    0.000    0.000    0.000 core.py:844(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:205(dummy_ctype)
        1    0.000    0.000    0.000    0.000 handlers.py:115(RotatingFileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1225(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 application_fee_refund.py:10(ApplicationFeeRefund)
        1    0.000    0.000    0.000    0.000 jacParser.py:1681(ElementContext)
        1    0.000    0.000    0.000    0.000 SemanticContext.py:156(AND)
        1    0.000    0.000    0.000    0.000 core.py:6627(_extrema_operation)
        1    0.000    0.000    0.000    0.000 _internal.py:559(_Stream)
        1    0.000    0.000    0.000    0.000 node.py:293(ImmutableNode)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        1    0.000    0.000    0.000    0.000 jacParser.py:5442(ArithmeticContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:2766(Graph_block_spawnContext)
        1    0.000    0.000    0.000    0.000 resolver.py:992(Resolver)
        3    0.000    0.000    0.000    0.000 __init__.py:2148(createLock)
        1    0.000    0.000    0.000    0.000 typing.py:1564(SupportsAbs)
        1    0.000    0.000    0.000    0.000 person.py:10(Person)
        1    0.000    0.000    0.000    0.000 ast.py:116(jac_tree_builder)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar_p)
        1    0.000    0.000    0.000    0.000 context.py:271(ForkProcess)
        1    0.000    0.000    0.000    0.000 handlers.py:946(SMTPHandler)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        1    0.000    0.000    0.000    0.000 subprocess.py:136(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 jacParser.py:4064(Else_from_tryContext)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 ATNConfig.py:23(ATNConfig)
        1    0.000    0.000    0.000    0.000 transports.py:245(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 jacParser.py:3934(If_stmtContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:5111(LogicalContext)
        1    0.000    0.000    0.000    0.000 request.py:836(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 jac_value.py:15(JAC_TYPE)
        1    0.000    0.000    0.000    0.000 client.py:1346(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 warnings.py:441(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:481(__exit__)
        1    0.000    0.000    0.000    0.000 stripe_response.py:7(StripeResponseBase)
        1    0.000    0.000    0.000    0.000 jacParser.py:8607(Dot_stmtContext)
        1    0.000    0.000    0.000    0.000 Tree.py:66(ParseTreeListener)
        1    0.000    0.000    0.000    0.000 fields.py:50(RequestField)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 jacParser.py:7143(Edge_toContext)
        1    0.000    0.000    0.000    0.000 Transition.py:90(RuleTransition)
        1    0.000    0.000    0.000    0.000 core.py:189(<listcomp>)
        1    0.000    0.000    0.000    0.000 jac_value.py:127(jac_value)
        1    0.000    0.000    0.000    0.000 LexerAction.py:123(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:905(FloatingFormat)
        1    0.000    0.000    0.000    0.000 _streams.py:46(UnreliableObjectSendStream)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
        5    0.000    0.000    0.000    0.000 six.py:184(find_module)
        1    0.000    0.000    0.000    0.000 jacParser.py:3598(Code_blockContext)
        1    0.000    0.000    0.000    0.000 topup.py:11(Topup)
        6    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 jacParser.py:8864(Dot_a_listContext)
        1    0.000    0.000    0.000    0.000 index_tricks.py:556(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:432(Listener)
        1    0.000    0.000    0.000    0.000 socketserver.py:543(ForkingMixIn)
        1    0.000    0.000    0.000    0.000 typing.py:1524(SupportsFloat)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 jacParser.py:8324(Any_typeContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:4546(Report_actionContext)
        1    0.000    0.000    0.000    0.000 records.py:87(format_parser)
        1    0.000    0.000    0.000    0.000 tempfile.py:904(TemporaryDirectory)
        3    0.000    0.000    0.000    0.000 __init__.py:397(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 alipay_account.py:11(AlipayAccount)
        1    0.000    0.000    0.000    0.000 jacParser.py:6765(String_built_inContext)
        1    0.000    0.000    0.000    0.000 jacParser.py:6849(Node_edge_refContext)
        2    0.000    0.000    0.000    0.000 ATNDeserializer.py:36(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 edns.py:337(EDEOption)
        1    0.000    0.000    0.000    0.000 __init__.py:68(ValidatedEmail)
        1    0.000    0.000    0.000    0.000 bdb.py:660(Breakpoint)
        1    0.000    0.000    0.000    0.000 chardistribution.py:217(EUCJPDistributionAnalysis)
